label,area,centroid-0,centroid-1,eccentricity,mean_intensity,max_intensity,min_intensity,annotated_class,key
[1 2 3],[46 32 32],[ 90.63043478 101.75       108.25      ],[ 87.65217391 123.71875     90.3125    ],[0.8272136  0.66406822 0.50950096],[156.43478261 159.96875    177.6875    ],[192. 208. 214.],[130. 129. 147.],1,[1 2 3]
[1],[2174],[101.18767249],[100.49540018],[0.65846865],[163.34452622],[253.],[9.],1,[1]
[1],[1424],[99.05547753],[100.60884831],[0.74336833],[154.45786517],[255.],[58.],1,[1]
[1 2],[ 82 125],[ 91.48780488 101.52      ],[108.82926829  97.648     ],[0.76022862 0.48561528],[180.5 175.8],[236. 255.],[149. 138.],1,[1 2]
[1],[1557],[99.50096339],[99.65767502],[0.72476071],[145.08734746],[255.],[57.],1,[1]
[1 2 3 4 5],[21 84 22 69 17],[ 78.04761905  88.64285714  93.90909091 111.52173913 112.58823529],[107.19047619  97.         116.90909091  95.31884058 108.11764706],[0.54416476 0.81331138 0.4282594  0.56948151 0.62594323],[153.04761905 173.21428571 144.86363636 178.79710145 154.82352941],[170. 210. 163. 224. 170.],[130. 144. 129. 137. 143.],1,[1 2 3 4 5]
[1],[741],[101.1268556],[101.59919028],[0.81905648],[182.83130904],[255.],[81.],1,[1]
[1],[1052],[100.61596958],[102.36977186],[0.78214028],[158.1891635],[255.],[0.],1,[1]
[1],[959],[100.45255474],[99.51511992],[0.7808578],[168.53910323],[249.],[80.],1,[1]
[1],[2953],[100.30240433],[100.44023027],[0.58670455],[130.49746021],[248.],[61.],1,[1]
[1],[2199],[97.89267849],[103.90995907],[0.69650092],[160.93360618],[255.],[86.],1,[1]
[1],[694],[97.6815562],[101.87175793],[0.94294613],[180.8184438],[249.],[125.],1,[1]
[1],[1028],[100.65077821],[100.78793774],[0.88027599],[178.28501946],[255.],[19.],1,[1]
[1],[1203],[100.50207814],[100.35494597],[0.55265333],[164.23524522],[250.],[0.],1,[1]
[1],[1973],[99.81398885],[99.64267613],[0.79183633],[147.38925494],[255.],[60.],1,[1]
[1],[1249],[100.97598078],[99.69255404],[0.77188651],[160.1601281],[255.],[69.],1,[1]
[1],[2419],[100.82430757],[100.78627532],[0.59703501],[161.0549814],[255.],[0.],1,[1]
[1],[940],[98.24574468],[99.46382979],[0.771714],[143.1],[255.],[70.],1,[1]
[1],[1556],[100.17866324],[99.65745501],[0.83018429],[160.61118252],[255.],[75.],1,[1]
[1 2 3],[18 15 30],[ 82.  93. 121.],[101.66666667 118.4         96.7       ],[0.61237244 0.65828059 0.73994387],[134.72222222 139.4        141.76666667],[155. 156. 176.],[119. 126. 121.],1,[1 2 3]
[1 2 3 4 5],[56 44 20 26 39],[ 81.58928571  98.09090909  98.75       105.5        122.41025641],[116.75        80.97727273 127.75        71.69230769  95.28205128],[0.75128696 0.77738705 0.27524094 0.67204067 0.69013523],[180.69642857 176.81818182 158.95       170.80769231 173.43589744],[212. 197. 182. 204. 212.],[144. 152. 139. 145. 129.],1,[1 2 3 4 5]
[1],[736],[99.05434783],[100.61820652],[0.56133165],[192.25543478],[255.],[108.],1,[1]
[1],[758],[100.38918206],[99.11345646],[0.68246456],[152.41424802],[252.],[68.],1,[1]
[1],[1382],[100.31331404],[100.2698987],[0.75445128],[144.89869754],[255.],[57.],1,[1]
[1],[4919],[99.57755641],[99.91644643],[0.34132922],[128.19170563],[255.],[7.],1,[1]
[1],[1672],[99.32356459],[101.37739234],[0.75553162],[146.38995215],[253.],[71.],1,[1]
[1],[2445],[101.44989775],[98.76932515],[0.79350309],[159.64867076],[255.],[88.],1,[1]
[1],[1206],[100.68656716],[100.26616915],[0.7519808],[165.67412935],[255.],[9.],1,[1]
[1],[1714],[99.59568261],[99.51400233],[0.68910544],[135.69778296],[254.],[7.],1,[1]
[1],[1564],[99.66624041],[100.70588235],[0.78977878],[128.93094629],[255.],[15.],1,[1]
[1],[1169],[102.17878529],[101.05474765],[0.87502251],[172.42686056],[253.],[80.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[3403],[101.59888334],[101.60476051],[0.78443666],[164.96297385],[255.],[105.],1,[1]
[1],[2865],[100.52565445],[102.27923211],[0.88666582],[134.34659686],[255.],[0.],1,[1]
[1],[980],[100.54897959],[101.02653061],[0.54911855],[162.76632653],[250.],[71.],1,[1]
[1],[2563],[101.30277019],[101.06632852],[0.83633105],[140.72337105],[255.],[0.],1,[1]
[1],[1125],[99.19022222],[100.056],[0.84635457],[151.93777778],[255.],[0.],1,[1]
[1],[1294],[98.23802164],[100.03400309],[0.82663465],[162.187017],[255.],[0.],1,[1]
[1],[1201],[100.94004996],[101.69691923],[0.85804017],[139.81931724],[254.],[36.],1,[1]
[1 2 3 4],[18 54 39 84],[ 86.          95.18518519 108.94871795 120.61904762],[113.5         88.42592593 110.43589744 102.20238095],[0.69348374 0.56557962 0.61592038 0.77740628],[161.77777778 205.01851852 173.25641026 187.63095238],[168. 232. 199. 220.],[152. 177. 151. 155.],1,[1 2 3 4]
[],[],[],[],[],[],[],[],1,[]
[1],[1850],[100.28378378],[100.78486486],[0.75559168],[161.71081081],[255.],[0.],1,[1]
[1],[867],[100.86851211],[99.04844291],[0.51429198],[162.12572088],[255.],[88.],1,[1]
[1],[1127],[104.41526176],[101.35137533],[0.64104189],[145.30346051],[254.],[90.],1,[1]
[1 2],[18 58],[107.66666667 113.5       ],[120.  90.],[0.61237244 0.51519848],[162.94444444 176.53448276],[183. 229.],[147. 151.],1,[1 2]
[1],[3507],[101.64271457],[100.61248931],[0.85055445],[142.71713715],[254.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[],[],[],[],[],[],[],[],1,[]
[1],[1492],[99.66085791],[100.06635389],[0.7061862],[166.35924933],[253.],[0.],1,[1]
[1],[1670],[100.05449102],[100.07784431],[0.6040294],[168.46646707],[255.],[16.],1,[1]
[1],[2026],[99.95162883],[99.51431392],[0.80297196],[142.65695953],[255.],[0.],1,[1]
[1],[1859],[100.46584185],[101.63528779],[0.48276611],[154.77192039],[255.],[0.],1,[1]
[1],[1720],[100.93081395],[100.80116279],[0.87991169],[133.94825581],[255.],[60.],1,[1]
[1 2],[102 110],[ 98.25490196 115.81818182],[107.54901961 100.03636364],[0.51190606 0.56300603],[171.32352941 155.83636364],[212. 226.],[135. 109.],1,[1 2]
[1],[2381],[100.95044099],[100.89164217],[0.75593141],[141.00755985],[253.],[51.],1,[1]
[1],[774],[98.95994832],[100.51937984],[0.7816028],[145.08268734],[255.],[89.],1,[1]
[1],[599],[98.48747913],[99.87312187],[0.81898406],[162.53422371],[248.],[107.],1,[1]
[1],[1417],[99.78193366],[98.94989414],[0.67290502],[145.57374735],[253.],[58.],1,[1]
[1],[2165],[101.13441109],[99.40554273],[0.50832975],[133.12240185],[255.],[65.],1,[1]
[1 2 3],[31 45 21],[ 76.19354839  77.68888889 110.14285714],[100.12903226 111.13333333 122.19047619],[0.66534129 0.56814408 0.34400025],[188.70967742 197.35555556 172.85714286],[224. 255. 198.],[161. 163. 143.],1,[1 2 3]
[1],[1491],[100.47551979],[101.58283032],[0.83444],[160.59557344],[255.],[92.],1,[1]
[1],[2133],[102.05907173],[100.28504454],[0.68714245],[148.86451008],[253.],[5.],1,[1]
[1],[766],[101.53394256],[99.76762402],[0.81863558],[162.2154047],[255.],[101.],1,[1]
[1],[1191],[100.33501259],[99.56171285],[0.56672514],[156.88161209],[255.],[70.],1,[1]
[1],[1272],[99.93160377],[99.68474843],[0.67884541],[176.9072327],[253.],[81.],1,[1]
[1],[1816],[98.55561674],[99.30726872],[0.74015773],[155.50440529],[250.],[0.],1,[1]
[1],[39],[93.41025641],[112.97435897],[0.45863182],[183.35897436],[233.],[148.],1,[1]
[1],[582],[100.92439863],[101.85395189],[0.80612774],[146.58591065],[248.],[70.],1,[1]
[1],[1686],[99.43179122],[100.97330961],[0.67955126],[145.25563464],[252.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1230],[101.07723577],[100.78780488],[0.85185682],[152.04065041],[250.],[72.],1,[1]
[1],[1898],[101.65648051],[100.52687039],[0.47487452],[165.7260274],[255.],[0.],1,[1]
[1 2 3],[28 40 15],[ 91.03571429  91.05       103.6       ],[ 92.67857143 106.2        120.4       ],[0.76880631 0.4990406  0.48989795],[164.10714286 174.95       159.2       ],[198. 213. 182.],[144. 139. 139.],1,[1 2 3]
[1],[881],[101.07491487],[100.08399546],[0.25557488],[161.71963678],[252.],[72.],1,[1]
[1 2],[75 22],[ 91.96       111.95454545],[107.13333333 106.31818182],[0.70204205 0.51695681],[164.29333333 150.77272727],[207. 172.],[130. 131.],1,[1 2]
[1],[1496],[99.73395722],[101.38903743],[0.57658735],[148.77941176],[255.],[0.],1,[1]
[1],[839],[99.89749702],[99.6829559],[0.62593649],[158.66030989],[255.],[103.],1,[1]
[1],[1282],[101.87363495],[101.68486739],[0.842099],[161.25351014],[253.],[60.],1,[1]
[1 2 3],[ 53 107  61],[83.86792453 94.71028037 96.09836066],[ 95.24528302  83.39252336 116.83606557],[0.85347306 0.81436441 0.722534  ],[186.1509434  186.70093458 188.42622951],[235. 224. 255.],[156. 156. 145.],1,[1 2 3]
[1 2],[ 48 332],[ 98.5        113.40963855],[106.70833333  94.56325301],[0.62785138 0.37438857],[149.1875     157.06626506],[168. 252.],[134. 104.],1,[1 2]
[1],[2077],[101.00337025],[98.73086182],[0.74687511],[163.44920558],[255.],[0.],1,[1]
[1],[1604],[98.98379052],[101.28241895],[0.46953784],[153.99438903],[251.],[10.],1,[1]
[1],[2473],[98.31742822],[98.85281035],[0.79225727],[153.86049333],[255.],[0.],1,[1]
[1],[2096],[98.82681298],[99.38263359],[0.74709016],[156.34732824],[254.],[0.],1,[1]
[1],[2427],[99.41532756],[102.2987227],[0.78203319],[123.52245571],[255.],[51.],1,[1]
[1],[554],[100.64981949],[100.69855596],[0.72467974],[149.10288809],[255.],[86.],1,[1]
[1 2 3 4 5],[26 21 31 20 30],[ 86.84615385  91.85714286 100.5483871  103.95       114.36666667],[ 79.46153846  67.80952381  86.58064516 106.75        90.36666667],[0.63653155 0.34400025 0.33117581 0.63816827 0.45097176],[155.73076923 139.0952381  181.70967742 163.85       164.66666667],[179. 153. 211. 184. 191.],[137. 127. 154. 146. 138.],1,[1 2 3 4 5]
[1],[1875],[100.0704],[101.05386667],[0.51840742],[138.24906667],[255.],[58.],1,[1]
[1],[827],[100.51995163],[99.36638452],[0.61943878],[184.81136638],[255.],[79.],1,[1]
[1 2 3 4 5],[15 34 24 19 58],[ 78.4         84.41176471  96.875      101.73684211 113.4137931 ],[107.4        101.67647059 106.33333333 112.68421053  96.96551724],[0.48989795 0.4296429  0.58498662 0.66075319 0.7750814 ],[161.93333333 158.02941176 169.95833333 166.89473684 158.22413793],[181. 194. 189. 181. 186.],[143. 132. 152. 152. 133.],1,[1 2 3 4 5]
[1],[1747],[100.94390384],[100.41671437],[0.78401883],[137.93302805],[251.],[58.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1770],[99.88926554],[99.05988701],[0.53701785],[157.02824859],[255.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1602],[101.94444444],[97.83395755],[0.89630761],[157.05181024],[255.],[0.],1,[1]
[1 2],[367 259],[ 97.11989101 111.05405405],[ 98.88283379 114.57528958],[0.58110282 0.5945708 ],[169.6239782  139.38996139],[255. 239.],[139.  91.],1,[1 2]
[1],[461],[98.71149675],[88.07375271],[0.58743719],[176.14099783],[255.],[134.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[758],[99.88654354],[100.45646438],[0.50000286],[158.88126649],[254.],[85.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1 2 3],[ 20 199 144],[ 88.8        101.57286432  99.66666667],[124.2         91.86934673 109.88194444],[0.6377704  0.7499146  0.73639603],[169.95       154.65829146 178.90972222],[191. 239. 255.],[148. 132. 144.],1,[1 2 3]
[1 2],[24 26],[103.         103.96153846],[110.          87.92307692],[0.95966344 0.76938174],[154.45833333 175.88461538],[170. 198.],[143. 158.],1,[1 2]
[1],[7204],[104.34827873],[102.81079956],[0.76817601],[148.13228762],[255.],[0.],1,[1]
[1],[25],[103.6],[116.96],[0.49847116],[155.52],[184.],[129.],1,[1]
[1],[2938],[100.13512594],[100.086113],[0.4603551],[150.30769231],[253.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[2612],[101.25995406],[99.94295559],[0.7276596],[158.26378254],[254.],[80.],1,[1]
[1 2],[44 57],[ 97.90909091 112.15789474],[100.04545455  99.80701754],[0.74528013 0.7948277 ],[164.84090909 181.22807018],[202. 221.],[146. 157.],1,[1 2]
[1 2],[26 16],[75.03846154 96.625     ],[ 90.     110.5625],[0.79054181 0.60015916],[137.15384615 130.9375    ],[162. 149.],[115. 117.],1,[1 2]
[1],[3599],[101.42261739],[99.56960267],[0.66585495],[129.36676855],[253.],[50.],1,[1]
[1],[1008],[100.83234127],[100.05952381],[0.5264714],[175.43353175],[254.],[78.],1,[1]
[1],[898],[101.74721604],[98.53340757],[0.88117467],[168.27394209],[254.],[97.],1,[1]
[1 2],[16 34],[88.0625     96.82352941],[ 85.6875     115.79411765],[0.71176396 0.78623622],[146.9375     155.58823529],[164. 188.],[120. 119.],1,[1 2]
[1 2 3],[32 15 32],[ 73.3125     102.66666667 116.5       ],[ 86.75        78.73333333 102.5       ],[0.50950096 0.5526821  0.        ],[176.90625 174.6     198.09375],[209. 207. 227.],[146. 150. 172.],1,[1 2 3]
[1],[27],[130.18518519],[111.18518519],[0.63089198],[167.74074074],[193.],[139.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[952],[99.52731092],[101.93592437],[0.46359975],[187.94012605],[252.],[0.],1,[1]
[1],[1423],[99.99718904],[100.0794097],[0.61296597],[140.33169361],[252.],[0.],1,[1]
[1],[1907],[104.42317777],[106.80650236],[0.90017833],[147.80230729],[252.],[84.],1,[1]
[1],[2015],[98.86848635],[100.81488834],[0.42903491],[151.008933],[255.],[52.],1,[1]
[1],[1245],[105.08674699],[100.97429719],[0.88960321],[160.86666667],[253.],[70.],1,[1]
[1 2 3 4 5],[31 24 17 47 16],[ 77.19354839  81.66666667  82.52941176  88.29787234 114.8125    ],[101.5483871  116.875       89.11764706 101.40425532 113.3125    ],[0.60011869 0.58498662 0.70710678 0.65941795 0.64870191],[180.48387097 172.95833333 164.41176471 171.72340426 159.75      ],[228. 210. 189. 230. 170.],[144. 147. 125. 138. 151.],1,[1 2 3 4 5]
[1],[3011],[100.89040186],[100.32148788],[0.61989347],[160.95848555],[252.],[80.],1,[1]
[1 2 3 4],[28 52 42 23],[ 85.78571429  91.61538462  95.54761905 101.08695652],[ 95.39285714 111.55769231  92.23809524 118.43478261],[0.79183068 0.71131288 0.61019536 0.60307444],[161.67857143 176.34615385 174.47619048 175.2173913 ],[177. 223. 224. 204.],[149. 139. 145. 149.],1,[1 2 3 4]
[1],[1335],[101.2988764],[100.55131086],[0.72171118],[143.03670412],[253.],[13.],1,[1]
[1],[2954],[103.36966825],[97.01049425],[0.83048158],[143.7281652],[255.],[74.],1,[1]
[1],[1171],[98.75064048],[97.46797609],[0.76495081],[159.1912895],[255.],[3.],1,[1]
[1],[944],[99.37711864],[98.52860169],[0.84449929],[171.09745763],[254.],[73.],1,[1]
[1],[1240],[99.68145161],[99.99193548],[0.83326516],[158.24032258],[255.],[4.],1,[1]
[1],[1478],[101.13125846],[99.37077131],[0.2699525],[165.16441137],[255.],[0.],1,[1]
[1],[1024],[100.00292969],[100.32421875],[0.64718893],[165.31445312],[255.],[77.],1,[1]
[1 2 3],[23 28 33],[70.60869565 75.28571429 86.57575758],[117.47826087  85.71428571  99.42424242],[0.3839896  0.68315677 0.36273813],[139.60869565 139.17857143 160.21212121],[154. 153. 184.],[127. 125. 133.],1,[1 2 3]
[1 2],[48 40],[105.41666667 119.85      ],[89.77083333 94.675     ],[0.68060994 0.42771085],[155.1875 164.9   ],[180. 198.],[131. 137.],1,[1 2]
[1 2],[148 198],[ 96.39864865 100.77777778],[106.45945946  89.64646465],[0.55922122 0.87903305],[151.12162162 149.45959596],[208. 252.],[124. 123.],1,[1 2]
[1],[2470],[102.0242915],[100.07692308],[0.57576893],[133.99595142],[255.],[0.],1,[1]
[1],[775],[100.31225806],[99.88516129],[0.86588517],[156.31870968],[255.],[81.],1,[1]
[1],[1367],[100.01755669],[99.88880761],[0.51438913],[144.65691295],[255.],[78.],1,[1]
[1],[1066],[99.32739212],[99.3011257],[0.86692681],[143.60881801],[255.],[29.],1,[1]
[1],[1223],[100.8683565],[99.75470155],[0.78864644],[144.60588716],[255.],[9.],1,[1]
[1 2],[43 20],[ 90.51162791 126.5       ],[131.48837209  84.2       ],[0.71610196 0.77016738],[199.04651163 183.2       ],[255. 212.],[150. 149.],1,[1 2]
[1],[1008],[101.39484127],[101.07242063],[0.65190117],[178.88293651],[254.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1104],[118.3432971],[103.82971014],[0.58333455],[148.46286232],[254.],[81.],1,[1]
[1],[948],[99.15611814],[102.42616034],[0.77589584],[140.10864979],[255.],[65.],1,[1]
[1 2],[20 68],[84.25       87.95588235],[105.05        92.98529412],[0.63816827 0.83255456],[127.75       125.82352941],[145. 159.],[111.  99.],1,[1 2]
[1],[3154],[101.04311985],[100.22162334],[0.83041557],[139.27266963],[255.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1608],[99.62251244],[99.38370647],[0.67561149],[173.60820896],[255.],[0.],1,[1]
[1],[1860],[103.93709677],[98.2016129],[0.63387307],[130.8516129],[253.],[78.],1,[1]
[1 2],[59 39],[88.93220339 90.8974359 ],[ 98.18644068 110.05128205],[0.6926867  0.80395953],[171.6440678  156.20512821],[230. 170.],[138. 142.],1,[1 2]
[],[],[],[],[],[],[],[],2,[]
[1],[899],[100.29922136],[100.95105673],[0.78815574],[175.89655172],[255.],[87.],2,[2]
[1],[898],[98.11135857],[98.50222717],[0.83128385],[203.00668151],[255.],[18.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[584],[100.15068493],[99.99486301],[0.54700237],[148.78082192],[254.],[96.],2,[2]
[1],[1815],[101.95702479],[99.59559229],[0.90321944],[154.66115702],[255.],[82.],2,[2]
[1],[679],[101.27835052],[99.37997054],[0.75883441],[154.40795287],[255.],[86.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1620],[101.99814815],[100.45555556],[0.66993302],[146.37716049],[255.],[0.],2,[2]
[1],[2536],[101.82807571],[103.01537855],[0.81766911],[132.97436909],[252.],[64.],2,[2]
[1],[221],[98.30769231],[105.99095023],[0.67060845],[116.39366516],[177.],[73.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4 5 6 7],[47 40 36 48 29 17 30],"[ 81.38297872  87.175       89.66666667  97.5        106.13793103
 113.88235294 123.36666667]","[ 77.89361702  96.775      123.52777778  61.          74.5862069
  60.41176471  87.63333333]","[0.66531562 0.30811566 0.69949132 0.5774381  0.39333317 0.62594323
 0.45097176]","[188.42553191 204.8        178.94444444 174.29166667 180.37931034
 170.17647059 176.73333333]",[213. 225. 201. 202. 197. 183. 199.],[165. 184. 163. 154. 169. 154. 161.],2,[ 2  4  6  8 10 12 14]
[1],[706],[100.3286119],[100.35977337],[0.50340752],[217.85410765],[255.],[151.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1064],[100.05639098],[100.89943609],[0.68344127],[200.97838346],[254.],[120.],2,[2]
[1],[728],[100.28571429],[99.89285714],[0.89156032],[156.00549451],[255.],[91.],2,[2]
[1],[692],[100.32947977],[99.72976879],[0.87922558],[189.32369942],[255.],[130.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[736],[100.14266304],[100.55434783],[0.68234555],[181.93206522],[255.],[96.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2 3],[18 29 21],[ 84.          90.10344828 100.28571429],[101.5         85.68965517  70.28571429],[0.69348374 0.67187416 0.60123126],[145.61111111 172.24137931 164.61904762],[163. 203. 215.],[130. 144. 133.],2,[2 4 6]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[1069],[100.76333022],[99.73900842],[0.62865141],[173.5818522],[255.],[18.],2,[2]
[1],[108],[111.17592593],[84.27777778],[0.84873727],[176.63888889],[250.],[140.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1045],[101.12248804],[100.02200957],[0.61323342],[173.93779904],[255.],[105.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2 3],[42 37 38],[ 71.71428571  75.67567568 127.5       ],[ 99.16666667 117.21621622  91.        ],[0.75568692 0.50953327 0.51123736],[170.88095238 181.48648649 159.47368421],[205. 223. 189.],[148. 140. 138.],2,[2 4 6]
[],[],[],[],[],[],[],[],2,[]
[1],[173],[109.83236994],[95.16763006],[0.80796865],[157.10404624],[209.],[108.],2,[2]
[1],[485],[100.37113402],[101.2],[0.44304052],[217.],[255.],[143.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[22],[95.5],[126.],[0.68986056],[142.95454545],[161.],[128.],2,[2]
[1],[982],[100.40427699],[102.57331976],[0.52049847],[158.59979633],[255.],[111.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1074],[102.48789572],[108.15270019],[0.71248507],[146.74581006],[255.],[76.],2,[2]
[1],[669],[99.64424514],[101.01644245],[0.80637656],[188.27952167],[253.],[111.],2,[2]
[1 2 3 4 5 6 7],[22 27 16 45 29 16 24],"[ 69.09090909  88.11111111  91.25        96.95555556 106.10344828
 118.375      120.83333333]","[121.90909091  82.51851852 126.5625      95.88888889  68.82758621
  75.          65.20833333]","[0.4282594  0.40804356 0.60170409 0.82037443 0.69432078 0.62545813
 0.71660405]","[166.31818182 153.40740741 152.375      152.8        162.31034483
 138.5        136.125     ]",[184. 181. 165. 171. 188. 151. 147.],[152. 132. 141. 132. 142. 129. 122.],2,[ 2  4  6  8 10 12 14]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[101],[82.4950495],[105.68316832],[0.88579893],[172.71287129],[218.],[121.],2,[2]
[1],[887],[100.43855693],[101.69673055],[0.64055347],[183.51409245],[255.],[119.],2,[2]
[1],[649],[101.54237288],[98.22804314],[0.90156005],[140.87827427],[253.],[83.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4 5],[15 33 30 71 16],[ 99.93333333 103.3030303  102.36666667 110.1971831  115.625     ],[112.6         89.96969697 119.63333333 107.15492958  85.25      ],[0.6521406  0.6987652  0.45097176 0.85557286 0.50835416],[164.53333333 160.93939394 178.63333333 173.84507042 143.875     ],[174. 195. 224. 226. 171.],[152. 127. 140. 136. 110.],2,[ 2  4  6  8 10]
[1],[34],[101.32352941],[104.58823529],[0.67727612],[110.91176471],[134.],[83.],2,[2]
[1 2 3 4],[33 19 21 22],[ 77.21212121 106.78947368 111.         115.09090909],[ 82.03030303  81.36842105 111.          83.09090909],[0.90272135 0.39426807 0.         0.4282594 ],[163.42424242 177.15789474 172.14285714 171.90909091],[203. 214. 211. 212.],[141. 146. 156. 147.],2,[2 4 6 8]
[1],[820],[99.27195122],[101.79878049],[0.79562305],[193.54634146],[255.],[108.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1 2],[ 80 121],[ 93.7        105.60330579],[112.725       92.76859504],[0.64357832 0.87424313],[180.6        176.28099174],[226. 245.],[149. 130.],2,[2 4]
[1],[448],[100.921875],[100.51785714],[0.26349716],[220.86383929],[255.],[173.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[752],[106.],[104.25132979],[0.60078111],[167.62101064],[255.],[106.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[31],[92.70967742],[104.70967742],[0.25719535],[170.61290323],[208.],[142.],2,[2]
[1],[1428],[100.732493],[100.89915966],[0.54139413],[164.5035014],[255.],[0.],2,[2]
[1],[1382],[99.29811867],[100.27496382],[0.51176174],[178.96454414],[254.],[86.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1 2 3 4],[24 20 70 84],[ 85.          97.1        101.5        102.98809524],[104.70833333 122.95       106.          89.58333333],[0.37699822 0.39295262 0.80634643 0.65376219],[185.83333333 194.6        198.04285714 209.02380952],[209. 206. 236. 255.],[161. 185. 168. 173.],2,[2 4 6 8]
[1],[1250],[101.1192],[96.1696],[0.82067994],[139.42],[255.],[76.],2,[2]
[1 2 3 4 5 6 7],[22 24 17 68 26 32 15],"[ 71.90909091  89.125       91.82352941  96.70588235 102.5
 122.625      122.4       ]","[110.90909091 115.33333333 128.          94.47058824 126.
  79.90625    110.4       ]","[0.4282594  0.58498662 0.85378494 0.73651801 0.54405882 0.90398329
 0.48989795]","[172.27272727 186.45833333 171.11764706 186.29411765 174.30769231
 171.375      157.33333333]",[214. 231. 201. 243. 222. 225. 183.],[135. 156. 157. 156. 141. 138. 140.],2,[ 2  4  6  8 10 12 14]
[1],[1532],[101.40078329],[99.69908616],[0.87466037],[134.5770235],[255.],[67.],2,[2]
[1],[1487],[100.90585071],[99.64559516],[0.63989835],[152.32616005],[254.],[67.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[],[],[],[],[],[],[],[],2,[]
[1],[1388],[101.26657061],[101.50360231],[0.78000431],[158.63760807],[255.],[0.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1808],[109.05752212],[100.03982301],[0.76279684],[160.41205752],[255.],[90.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[1362],[99.82745962],[100.24155653],[0.75189685],[177.44052863],[250.],[0.],2,[2]
[1],[674],[99.00296736],[100.9925816],[0.8803743],[144.36350148],[251.],[80.],2,[2]
[1],[653],[102.05513017],[100.98315467],[0.61926493],[171.03828484],[255.],[108.],2,[2]
[1 2 3 4 5],[45 36 25 15 20],[ 67.          79.16666667 104.72       116.66666667 127.05      ],[118.         102.47222222  89.88        86.53333333  90.75      ],[0.         0.64355495 0.21328431 0.71317953 0.63816827],[193.93333333 179.11111111 196.36       158.66666667 177.25      ],[254. 220. 240. 185. 214.],[161. 150. 159. 135. 149.],2,[ 2  4  6  8 10]
[1],[1166],[100.07890223],[99.39965695],[0.52811284],[144.71783877],[255.],[74.],2,[2]
[1],[500],[104.938],[97.722],[0.89638487],[152.002],[250.],[80.],2,[2]
[1],[1209],[99.13730356],[101.74772539],[0.86711488],[143.46153846],[255.],[72.],2,[2]
[1],[1325],[99.14188679],[100.82641509],[0.77459889],[173.6090566],[251.],[77.],2,[2]
[1 2],[118  80],[ 88.92372881 109.3625    ],[107.43220339 105.4625    ],[0.55530967 0.83734277],[145.94067797 140.8       ],[167. 175.],[113. 106.],2,[2 4]
[],[],[],[],[],[],[],[],2,[]
[1],[1418],[98.45133992],[101.27433004],[0.67084029],[167.50634697],[255.],[93.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[833],[100.82953181],[99.57623049],[0.68572196],[183.1512605],[252.],[95.],2,[2]
[1],[889],[99.04724409],[101.4848144],[0.8734448],[147.69178853],[253.],[73.],2,[2]
[],[],[],[],[],[],[],[],2,[]
[1],[545],[100.08990826],[105.00917431],[0.70674509],[165.43486239],[255.],[113.],2,[2]
[1],[637],[99.],[100.3610675],[0.82481053],[184.93563579],[254.],[120.],2,[2]
